[2026-07-09T01:21:49.228Z] Resuming from page 39. Reports so far: 390, files so far: 2165
[2026-07-09T01:21:51.804Z] Checking: 한국임업진흥원_2026년 복무감사 | 조치사항 1건...
[2026-07-09T01:21:53.416Z] Checking: 양육비이행관리원_2026년 복무감사 | 조치사항 1건...
[2026-07-09T01:22:01.367Z] Checking: 국립부산과학관_2026년 종합감사 | 조치사항 1건...
[2026-07-09T02:13:00.857Z] SAVED: 국토안전관리원_2026년 복무감사(3).hwp (18432B) <- 국토안전관리원 | 2026년 복무감사 | 2026-05-04
[2026-07-09T02:13:00.858Z] Checking: 한전KDN_2026년 특정감사 | 조치사항 1건...
[2026-07-09T02:13:02.812Z] SAVED: 한전KDN_2026년 특정감사(8).pdf (167356B) <- 한전KDN | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:02.812Z] Checking: 한국장애인고용공단_2026년 특정감사 | 조치사항 4건...
[2026-07-09T02:13:08.870Z] SAVED: 한국장애인고용공단_2026년 특정감사(8).hwp (24064B) <- 한국장애인고용공단 | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:08.870Z] SAVED: 한국장애인고용공단_2026년 특정감사(9).hwp (27648B) <- 한국장애인고용공단 | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:08.871Z] SAVED: 한국장애인고용공단_2026년 특정감사(10).hwp (30208B) <- 한국장애인고용공단 | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:08.871Z] SAVED: 한국장애인고용공단_2026년 특정감사(11).hwp (31232B) <- 한국장애인고용공단 | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:08.871Z] Checking: 국립광주과학관_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:13:10.631Z] SAVED: 국립광주과학관_2026년 복무감사.pdf (98789B) <- 국립광주과학관 | 2026년 복무감사 | 2026-05-04
[2026-07-09T02:13:10.631Z] Checking: 한국수자원공사_2026년 특정감사 | 조치사항 1건...
[2026-07-09T02:13:12.965Z] SAVED: 한국수자원공사_2026년 특정감사.pdf (246859B) <- 한국수자원공사 | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:12.965Z] Checking: 한국소비자원_2026년 특정감사 | 조치사항 1건...
[2026-07-09T02:13:14.505Z] SAVED: 한국소비자원_2026년 특정감사(3).pdf (91172B) <- 한국소비자원 | 2026년 특정감사 | 2026-05-04
[2026-07-09T02:13:14.505Z] Checking: 축산물품질평가원_2026년 특정감사 | 조치사항 1건...
[2026-07-09T02:13:16.517Z] SAVED: 축산물품질평가원_2026년 특정감사.pdf (184012B) <- 축산물품질평가원 | 2026년 특정감사 | 2026-04-30
[2026-07-09T02:13:16.518Z] Checking: 축산물품질평가원_2026년 특정감사 | 조치사항 2건...
[2026-07-09T02:13:20.552Z] SAVED: 축산물품질평가원_2026년 특정감사(2).pdf (185218B) <- 축산물품질평가원 | 2026년 특정감사 | 2026-04-30
[2026-07-09T02:13:20.552Z] Checking: 한국철도공사_2026년 종합감사 | 조치사항 29건...
[2026-07-09T02:14:52.023Z] SAVED: 한국철도공사_2026년 종합감사.pdf (196603B) <- 한국철도공사 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:14:52.027Z] SAVED: 한국철도공사_2026년 종합감사(2).pdf (196538B) <- 한국철도공사 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:14:52.032Z] Page 48 done. Reports so far: 490/2368. Files so far: 2677.
[2026-07-09T02:14:53.824Z] Checking: 한국철도공사_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:14:55.468Z] SAVED: 한국철도공사_2026년 복무감사(21).hwp (41472B) <- 한국철도공사 | 2026년 복무감사 | 2026-04-30
[2026-07-09T02:14:55.468Z] Checking: 한국수자원조사기술원_2026년 특정감사 | 조치사항 3건...
[2026-07-09T02:15:03.175Z] SAVED: 한국수자원조사기술원_2026년 특정감사.pdf (554416B) <- 한국수자원조사기술원 | 2026년 특정감사 | 2026-04-30
[2026-07-09T02:15:03.175Z] Checking: 한국인터넷진흥원_2026년 복무감사 | 조치사항 2건...
[2026-07-09T02:15:07.337Z] SAVED: 한국인터넷진흥원_2026년 복무감사(3).pdf (111033B) <- 한국인터넷진흥원 | 2026년 복무감사 | 2026-04-30
[2026-07-09T02:15:07.337Z] Checking: 한국인터넷진흥원_2026년 복무감사 | 조치사항 2건...
[2026-07-09T02:15:11.307Z] SAVED: 한국인터넷진흥원_2026년 복무감사(4).hwpx (117329B) <- 한국인터넷진흥원 | 2026년 복무감사 | 2026-04-30
[2026-07-09T02:15:11.307Z] Checking: 한국수력원자력_2026년 복무감사 | 조치사항 2건...
[2026-07-09T02:15:14.811Z] SAVED: 한국수력원자력_2026년 복무감사(6).pdf (65162B) <- 한국수력원자력 | 2026년 복무감사 | 2026-04-30
[2026-07-09T02:15:14.811Z] Checking: 한국산업인력공단_2026년 종합감사 | 조치사항 10건...
[2026-07-09T02:15:45.280Z] SAVED: 한국산업인력공단_2026년 종합감사(24).hwp (49664B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.280Z] SAVED: 한국산업인력공단_2026년 종합감사(25).hwp (57344B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.280Z] SAVED: 한국산업인력공단_2026년 종합감사(26).hwp (48128B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.280Z] SAVED: 한국산업인력공단_2026년 종합감사(27).hwp (48640B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.280Z] SAVED: 한국산업인력공단_2026년 종합감사(28).hwp (48640B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.281Z] SAVED: 한국산업인력공단_2026년 종합감사(29).hwp (50688B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.281Z] SAVED: 한국산업인력공단_2026년 종합감사(30).hwp (90624B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.281Z] SAVED: 한국산업인력공단_2026년 종합감사(31).hwp (48640B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.281Z] SAVED: 한국산업인력공단_2026년 종합감사(32).hwp (53248B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.332Z] SAVED: 한국산업인력공단_2026년 종합감사(33).hwp (10823168B) <- 한국산업인력공단 | 2026년 종합감사 | 2026-04-30
[2026-07-09T02:15:45.332Z] Checking: 한국농수산식품유통공사_2026년 종합감사 | 조치사항 8건...
[2026-07-09T02:16:12.841Z] SAVED: 한국농수산식품유통공사_2026년 종합감사(4).hwpx (3649203B) <- 한국농수산식품유통공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:16:12.841Z] Checking: 기술보증기금_2026년 종합감사 | 조치사항 13건...
[2026-07-09T02:16:59.561Z] SAVED: 기술보증기금_2026년 종합감사(10).hwp (129536B) <- 기술보증기금 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:16:59.561Z] Checking: 그랜드코리아레저_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:17:01.217Z] SAVED: 그랜드코리아레저_2026년 복무감사.hwp (68096B) <- 그랜드코리아레저 | 2026년 복무감사 | 2026-04-29
[2026-07-09T02:17:01.217Z] Checking: 한국수출입은행_2026년 재무감사 | 조치사항 32건...
[2026-07-09T02:18:16.381Z] SAVED: 한국수출입은행_2026년 재무감사.hwp (97792B) <- 한국수출입은행 | 2026년 재무감사 | 2026-04-29
[2026-07-09T02:18:16.385Z] Page 49 done. Reports so far: 500/2368. Files so far: 2696.
[2026-07-09T02:18:17.908Z] Checking: 기술보증기금_2026년 종합감사 | 조치사항 14건...
[2026-07-09T02:19:00.751Z] SAVED: 기술보증기금_2026년 종합감사(11).hwp (130048B) <- 기술보증기금 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:19:00.751Z] Checking: 한국전력거래소_2026년 특정감사 | 조치사항 1건...
[2026-07-09T02:19:07.385Z] SAVED: 한국전력거래소_2026년 특정감사.hwp (17653248B) <- 한국전력거래소 | 2026년 특정감사 | 2026-04-29
[2026-07-09T02:19:07.385Z] Checking: 한국연구재단_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:19:08.661Z] SAVED: 한국연구재단_2026년 복무감사(2).hwp (33280B) <- 한국연구재단 | 2026년 복무감사 | 2026-04-29
[2026-07-09T02:19:08.661Z] Checking: 경북대학교치과병원_2026년 종합감사 | 조치사항 6건...
[2026-07-09T02:19:24.795Z] SAVED: 경북대학교치과병원_2026년 종합감사.pdf (140142B) <- 경북대학교치과병원 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:19:24.795Z] Checking: 한국도로교통공단_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:19:26.515Z] SAVED: 한국도로교통공단_2026년 복무감사(2).hwp (94208B) <- 한국도로교통공단 | 2026년 복무감사 | 2026-04-29
[2026-07-09T02:19:26.515Z] Checking: 인천환경공단_2026년 종합감사 | 조치사항 17건...
[2026-07-09T02:20:48.978Z] SAVED: 인천환경공단_2026년 종합감사.pdf (324428B) <- 인천환경공단 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:20:49.023Z] SAVED: 인천환경공단_2026년 종합감사(2).hwp (13399040B) <- 인천환경공단 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:20:49.097Z] SAVED: 인천환경공단_2026년 종합감사(3).hwp (13207040B) <- 인천환경공단 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:20:49.098Z] SAVED: 인천환경공단_2026년 종합감사(4).hwp (693760B) <- 인천환경공단 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:20:49.249Z] SAVED: 인천환경공단_2026년 종합감사(5).hwp (26655744B) <- 인천환경공단 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:20:49.249Z] Checking: 한국국토정보공사_2026년 종합감사 | 조치사항 34건...
[2026-07-09T02:22:33.466Z] SAVED: 한국국토정보공사_2026년 종합감사(9).hwp (76288B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.466Z] SAVED: 한국국토정보공사_2026년 종합감사(10).hwp (45056B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.466Z] SAVED: 한국국토정보공사_2026년 종합감사(11).hwp (708096B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(12).hwp (41472B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(13).hwp (37888B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(14).hwp (43520B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(15).hwp (48128B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(16).hwp (40960B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(17).hwp (33792B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.467Z] SAVED: 한국국토정보공사_2026년 종합감사(18).hwp (28160B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.481Z] SAVED: 한국국토정보공사_2026년 종합감사(19).hwp (2997248B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.481Z] SAVED: 한국국토정보공사_2026년 종합감사(20).hwp (55808B) <- 한국국토정보공사 | 2026년 종합감사 | 2026-04-29
[2026-07-09T02:22:33.481Z] Checking: 한국도로교통공단_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:22:40.361Z] SAVED: 한국도로교통공단_2026년 복무감사(3).hwp (59904B) <- 한국도로교통공단 | 2026년 복무감사 | 2026-04-29
[2026-07-09T02:22:40.361Z] Checking: 한국도로교통공단_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:22:42.117Z] SAVED: 한국도로교통공단_2026년 복무감사(4).hwp (91648B) <- 한국도로교통공단 | 2026년 복무감사 | 2026-04-29
[2026-07-09T02:22:42.118Z] Checking: 한국도로교통공단_2026년 복무감사 | 조치사항 1건...
[2026-07-09T02:22:43.932Z] SAVED: 한국도로교통공단_2026년 복무감사(5).hwp (97792B) <- 한국도로교통공단 | 2026년 복무감사 | 2026-04-29
[2026-07-09T02:22:43.937Z] Page 50 done. Reports so far: 510/2368. Files so far: 2721.
[2026-07-09T02:22:51.214Z] Checking: 그랜드코리아레저_2025년 특정감사 | 조치사항 1건...
[2026-07-09T02:22:52.551Z] SAVED: 그랜드코리아레저_2025년 특정감사.hwp (67072B) <- 그랜드코리아레저 | 2025년 특정감사 | 2026-04-29
[2026-07-09T02:22:52.551Z] Checking: 한국가스안전공사_2026년 종합감사 | 조치사항 24건...
[2026-07-09T02:24:42.048Z] SAVED: 한국가스안전공사_2026년 종합감사(48).pdf (596355B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.049Z] SAVED: 한국가스안전공사_2026년 종합감사(49).pdf (710482B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.049Z] SAVED: 한국가스안전공사_2026년 종합감사(50).pdf (912851B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.050Z] SAVED: 한국가스안전공사_2026년 종합감사(51).pdf (599736B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.051Z] SAVED: 한국가스안전공사_2026년 종합감사(52).pdf (1565915B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.052Z] SAVED: 한국가스안전공사_2026년 종합감사(53).pdf (885720B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.052Z] SAVED: 한국가스안전공사_2026년 종합감사(54).pdf (848698B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.053Z] SAVED: 한국가스안전공사_2026년 종합감사(55).pdf (731991B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.053Z] SAVED: 한국가스안전공사_2026년 종합감사(56).pdf (741226B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.054Z] SAVED: 한국가스안전공사_2026년 종합감사(57).pdf (889437B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.055Z] SAVED: 한국가스안전공사_2026년 종합감사(58).pdf (997747B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.055Z] SAVED: 한국가스안전공사_2026년 종합감사(59).pdf (804842B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.056Z] SAVED: 한국가스안전공사_2026년 종합감사(60).pdf (352586B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.056Z] SAVED: 한국가스안전공사_2026년 종합감사(61).pdf (596936B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.057Z] SAVED: 한국가스안전공사_2026년 종합감사(62).pdf (809193B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.057Z] SAVED: 한국가스안전공사_2026년 종합감사(63).pdf (591235B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.058Z] SAVED: 한국가스안전공사_2026년 종합감사(64).pdf (682343B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.058Z] SAVED: 한국가스안전공사_2026년 종합감사(65).pdf (580698B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.059Z] SAVED: 한국가스안전공사_2026년 종합감사(66).pdf (710812B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.060Z] SAVED: 한국가스안전공사_2026년 종합감사(67).pdf (459839B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.060Z] SAVED: 한국가스안전공사_2026년 종합감사(68).pdf (285472B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.060Z] SAVED: 한국가스안전공사_2026년 종합감사(69).pdf (243661B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.061Z] SAVED: 한국가스안전공사_2026년 종합감사(70).pdf (768073B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.062Z] SAVED: 한국가스안전공사_2026년 종합감사(71).pdf (1695589B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:24:42.063Z] Checking: 한국가스안전공사_2026년 종합감사 | 조치사항 24건...
[2026-07-09T02:25:50.412Z] SAVED: 한국가스안전공사_2026년 종합감사(72).pdf (206454B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.413Z] SAVED: 한국가스안전공사_2026년 종합감사(73).pdf (575897B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.413Z] SAVED: 한국가스안전공사_2026년 종합감사(74).pdf (729747B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.414Z] SAVED: 한국가스안전공사_2026년 종합감사(75).pdf (877186B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.415Z] SAVED: 한국가스안전공사_2026년 종합감사(76).pdf (665879B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.415Z] SAVED: 한국가스안전공사_2026년 종합감사(77).pdf (596467B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.416Z] SAVED: 한국가스안전공사_2026년 종합감사(78).pdf (1433826B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.417Z] SAVED: 한국가스안전공사_2026년 종합감사(79).pdf (1054191B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.418Z] SAVED: 한국가스안전공사_2026년 종합감사(80).pdf (929572B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.419Z] SAVED: 한국가스안전공사_2026년 종합감사(81).pdf (694383B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.419Z] SAVED: 한국가스안전공사_2026년 종합감사(82).pdf (542719B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.420Z] SAVED: 한국가스안전공사_2026년 종합감사(83).pdf (845402B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
[2026-07-09T02:25:50.421Z] SAVED: 한국가스안전공사_2026년 종합감사(84).pdf (615209B) <- 한국가스안전공사 | 2026년 종합감사 | 2026-04-28
